,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
27,-0.6330454,-0.13275881,-0.061332773,0.7373037,2.7980165,0.8928667,-0.05217233,-0.5191594,-0.18728903,-0.20693703,2.092506,1.1802742,-0.0739019,1.6663465,2.5050898,1.2382774
28,-0.5418045,-0.11124102,0.19583529,0.7169596,2.641253,0.5349586,-0.11097381,-0.39765856,-0.16395295,-0.16371012,2.2388337,1.3306797,0.13172492,1.4690669,1.9749949,0.7132119
29,-0.8403694,-0.17403446,-0.019009441,1.1842589,4.0270543,0.9969797,-0.14153022,-0.66575736,-0.2307922,-0.24271882,3.223805,1.7489523,-0.02475297,2.2244425,3.0376294,1.3371804
30,-0.5300805,-0.11149877,0.14764953,0.7275811,2.6001418,0.4978933,-0.113058865,-0.39923534,-0.11907371,-0.15953338,2.171576,1.3736128,0.15178348,1.4221609,1.952522,0.68843895
31,-0.4209927,-0.08469681,-0.026576152,0.5542595,1.9727701,0.5390655,-0.0677591,-0.33559588,-0.107757054,-0.13250582,1.5429019,0.8950696,-0.016432581,1.1105407,1.5349244,0.7330111
32,-0.796163,-0.13365306,-0.044237778,1.0139363,3.8355992,0.9407441,-0.13767083,-0.60211235,-0.20310028,-0.24011831,2.9831219,1.7838582,-0.032233357,2.0973382,2.7460043,1.215537
33,-0.73372525,-0.18680279,0.47024372,1.2353193,3.7351465,0.45200562,-0.211089,-0.5396254,-0.14388983,-0.21056484,3.564778,2.0698102,0.6436138,2.004565,2.6796985,0.73158264
34,-0.7156283,-0.1305495,-0.010885096,0.84746456,3.5065987,0.77095354,-0.12429352,-0.54258496,-0.22521508,-0.224037,2.7819011,1.5515527,-0.021445477,1.9481689,2.5799618,1.1706301
35,-0.82743376,-0.15168546,-0.016382955,1.0443977,4.0966344,0.90753335,-0.16040103,-0.61733145,-0.24431951,-0.25286546,3.306443,1.8467501,-0.011739707,2.2345676,2.9063566,1.3158251
36,-0.14123726,-0.009203402,-0.01414666,0.16136934,0.84152925,-0.0028999206,-0.044291794,-0.07957216,-0.022844365,-0.046236496,0.5938257,0.41729662,0.030700577,0.377618,0.35878217,0.07815887
37,-0.18914293,-0.033929333,0.017384827,-0.006345499,0.5737369,0.3287699,-0.0049063824,-0.1649153,-0.10712731,-0.06965519,0.47379583,0.21978134,-0.04211725,0.61267275,0.72037405,0.14978264
38,-0.5445039,-0.11387531,0.029544795,0.79890186,2.6886714,0.45406196,-0.09895058,-0.42406175,-0.15637426,-0.15890394,2.1953025,1.147184,-0.0023572026,1.4491104,1.9673312,0.807797
39,-0.47100517,-0.12170565,0.21391663,0.8343646,2.5072467,0.18977036,-0.11676233,-0.34875974,-0.10997106,-0.13456483,2.194822,1.2142938,0.26449156,1.2647042,1.7386744,0.43340456
40,-0.19543861,-0.0064387396,-0.032081228,0.2218106,0.8366974,0.35987255,-0.043272525,-0.113531865,-0.06093343,-0.029445628,0.6436194,0.4589638,-0.024172613,0.45927036,0.4516851,0.22408397
41,-0.73307604,-0.14022048,-0.015407604,1.0493801,3.559474,0.7689403,-0.12693289,-0.564012,-0.19549547,-0.20269091,2.8459773,1.5734396,-0.022984287,1.918037,2.584962,1.0393002
42,-0.40053588,-0.049912635,0.092052795,0.21092643,1.6598791,0.4398152,-0.043874126,-0.30286077,-0.18586957,-0.13319962,1.4472215,0.79854685,-0.03095808,1.1718009,1.5551908,0.43284458
43,-0.856969,-0.15541683,-0.005073502,1.0229238,4.39565,0.87791663,-0.21297698,-0.62230754,-0.2190125,-0.26105446,3.6725826,2.0743027,0.1771507,2.4094422,2.8721242,1.3113314
44,-0.1911116,-0.062029865,0.24049589,0.39265358,0.9550062,0.024621865,-0.06729434,-0.14148389,-0.047041286,-0.05207469,1.0200253,0.55879265,0.28751922,0.50182295,0.76147187,0.11874486
45,-0.52737635,-0.08279098,-0.033876713,0.7086248,2.615234,0.5128443,-0.10109862,-0.38834247,-0.119459644,-0.15453756,2.0337236,1.1685212,-0.012939065,1.3824822,1.7063189,0.74048615
46,-0.69769555,-0.16984944,0.42263803,1.1846464,3.5193248,0.53145874,-0.22378173,-0.49765873,-0.10053294,-0.17042208,3.384457,2.0303621,0.6596058,1.9109933,2.3683887,0.63015336
47,-0.5944104,-0.15793957,0.6268924,1.0070105,2.957255,0.2811136,-0.14908892,-0.44993305,-0.15208632,-0.16783734,2.871918,1.6309994,0.5319088,1.6130472,2.2822876,0.50765806
48,-0.78944296,-0.16272199,-0.013264407,1.080082,3.7974603,0.92557424,-0.135567,-0.5953795,-0.19515672,-0.23391528,3.001976,1.761226,-0.0147632705,2.0989757,2.7939045,1.1835876
49,-0.8242998,-0.16694795,0.04441444,1.1411529,4.002414,0.7635728,-0.13463335,-0.6447632,-0.22510587,-0.25729164,3.23084,1.8065643,-0.004522092,2.1994426,3.0416398,1.1583272
50,-0.77014107,-0.18123119,0.46593353,1.2573556,3.8772717,0.53562415,-0.22490004,-0.55396014,-0.13340496,-0.2038286,3.655457,2.1999629,0.63512444,2.0969467,2.7021089,0.7267602
51,-0.29465708,-0.040879574,-0.048133876,0.30201894,1.5339049,0.3186645,-0.06460837,-0.20918219,-0.08554121,-0.1096468,1.1311505,0.68024355,-0.014344391,0.82113665,0.9784005,0.49666116
52,-0.47998735,-0.12340023,0.21145935,0.8471178,2.5478926,0.20256247,-0.117958605,-0.3562969,-0.11224117,-0.13714187,2.2271168,1.2305478,0.26190627,1.288002,1.771611,0.4492062
53,-0.37532526,-0.0658186,0.06377175,0.39612216,1.6900487,0.3817282,-0.039634246,-0.29257625,-0.13557456,-0.11834331,1.3537865,0.844381,-0.019952554,1.0039556,1.5163697,0.50060916
54,-0.10555307,-0.0078059095,-0.00034039782,0.15764341,0.47481972,0.03204184,-0.016669454,-0.06431784,-0.007973031,-0.005896394,0.30375585,0.2964126,-0.019920953,0.19810015,0.30917302,0.09050394
55,-0.53551894,-0.084389225,-0.034305286,0.720167,2.652491,0.5240313,-0.10226321,-0.39480776,-0.121506594,-0.15686727,2.0636468,1.1849587,-0.01342302,1.4034518,1.7353684,0.7542007
56,-0.43062815,-0.08152195,-0.009728588,0.6087304,1.898964,0.49347612,-0.04165722,-0.35448217,-0.11611678,-0.110648684,1.4038996,0.8022826,-0.04261968,1.0860428,1.5401255,0.6793237
57,-0.73969036,-0.15552089,-0.024889909,1.1865863,3.6165068,0.6905322,-0.13984802,-0.5791423,-0.16773632,-0.20699063,2.9936476,1.5529027,-0.0018830163,1.9295108,2.573032,1.0325629
58,-0.21719351,-0.022651669,-0.017246101,0.27725244,1.1838695,0.09859875,-0.05698049,-0.14136691,-0.04091173,-0.06352764,0.8949555,0.5489325,0.024741704,0.5774406,0.60371184,0.20879386
59,-0.6848577,-0.11369971,-0.04216676,0.9318507,3.3358076,0.7292081,-0.123623036,-0.5133845,-0.15904781,-0.19959517,2.6124501,1.4864383,-0.022300128,1.7880473,2.2681386,1.0057305
60,-0.93877786,-0.18057762,-0.045490026,1.1826932,4.1747584,1.1971697,-0.090775855,-0.7718916,-0.28205773,-0.27990186,3.2506976,1.7405326,-0.086751685,2.4471948,3.542092,1.6332657
61,-0.9363641,-0.17029713,-0.049616247,1.2479187,4.5616355,1.1161358,-0.17181635,-0.70926946,-0.22832571,-0.28371426,3.5988083,2.1320019,-0.024376465,2.4628172,3.27639,1.4526948
62,-0.30199394,-0.024769062,-0.0461446,0.25065094,1.5407397,0.3648222,-0.06372486,-0.20460723,-0.09010648,-0.097689874,1.0943192,0.7066287,-0.023857553,0.8335571,0.89054096,0.4696756
63,-0.614498,-0.111897126,0.13381183,0.80051297,3.1733909,0.47562844,-0.1578599,-0.43906006,-0.15060861,-0.17065766,2.69994,1.5076809,0.2043433,1.7107099,2.0251136,0.78373
64,-0.95489186,-0.15416935,-0.043031316,1.4281956,4.5441923,1.0130085,-0.19516791,-0.706009,-0.18910703,-0.23688267,3.7839017,2.1439939,-0.00821683,2.4611185,3.0132294,1.1909508
65,-0.29367065,-0.053248435,-0.023216112,0.4531179,1.3879759,0.35057786,-0.057103653,-0.22764151,-0.06505903,-0.0768595,1.1020899,0.5882163,-0.009582846,0.7427004,0.96210474,0.4700224
66,-0.25304973,-0.04418848,0.16671443,0.3855617,1.3968122,0.15735482,-0.09674533,-0.1428937,-0.013962455,-0.050724756,1.2057841,0.93113506,0.24212378,0.64118075,0.80793923,0.13296764
67,-0.40619668,-0.051704664,-0.033335336,0.2783332,1.805286,0.4518248,-0.020162253,-0.32108936,-0.16224256,-0.14022346,1.322677,0.7522541,-0.06672599,1.1062552,1.6110588,0.6546378
68,-0.7327514,-0.13756214,-0.028131982,1.1388696,3.3756716,0.77404666,-0.10890967,-0.5883269,-0.122968175,-0.1900847,2.6762028,1.5281206,-0.031837057,1.8281647,2.5267015,1.0129794
69,-0.56363463,-0.11991205,0.10516716,0.81921166,2.8860488,0.4279048,-0.15684825,-0.4044651,-0.102947585,-0.18285656,2.5862012,1.6214932,0.37325996,1.5588766,1.9760439,0.5986652
70,-0.65742606,-0.1395769,-0.021201968,1.0714061,3.246244,0.57494515,-0.12818491,-0.5136851,-0.14843321,-0.18531711,2.7005317,1.3909955,0.01790366,1.7158885,2.283438,0.8965024
71,-0.45870376,-0.08198014,0.04093986,0.5147604,2.0704498,0.49470845,-0.051255375,-0.35866737,-0.15606438,-0.14168155,1.6617423,1.0126617,-0.024789011,1.2172017,1.8141422,0.6410215
72,-0.40538055,-0.06874507,-0.031083813,0.5814798,1.8251662,0.50810814,-0.060252976,-0.3200753,-0.1012419,-0.10625203,1.4431009,0.771216,-0.02889922,1.0252957,1.359412,0.65067554
73,-0.34371516,-0.046744246,-0.024208417,0.44829023,1.7748713,0.26051146,-0.07482963,-0.24251334,-0.073290296,-0.10198963,1.3587881,0.7977514,-0.0020216792,0.9094953,1.0511028,0.43114758
74,-0.58692974,-0.12910692,0.10111478,0.8648435,3.1273923,0.4917452,-0.18371177,-0.41741553,-0.121734016,-0.1682682,2.8276525,1.4964364,0.3825472,1.652818,1.9343505,0.7827525
75,-0.7065298,-0.16886579,0.46608344,1.2176948,3.6344333,0.38512462,-0.22489373,-0.49888334,-0.13383886,-0.19237605,3.5855849,2.0691507,0.71311414,1.9254849,2.4494312,0.5884867
76,-0.73584116,-0.12685554,-0.08024695,0.96979314,3.5738244,0.9573543,-0.13163899,-0.5645165,-0.13339509,-0.21004894,2.6380994,1.5739305,-0.046037745,1.9001654,2.4888978,1.2495233
77,-0.44784266,-0.05269876,-0.053975638,0.4501062,2.2176788,0.5571194,-0.08467094,-0.32079592,-0.12667462,-0.14058316,1.6313645,0.9962443,-0.031981617,1.2142423,1.4079546,0.7191392
78,-0.3027138,-0.038469598,-0.0077046514,0.26915824,1.4705126,0.34080544,-0.06370994,-0.19253437,-0.08137136,-0.08278749,1.1307237,0.78306943,-0.01065649,0.8102021,1.013957,0.4277642
79,-0.5447704,-0.10698479,0.1507164,0.71764714,2.5915773,0.45828715,-0.0837682,-0.4331165,-0.17734966,-0.15767808,2.126303,1.1201221,-0.007077656,1.4712452,2.0193646,0.768032
80,-0.26231816,-0.03706713,-0.031410154,0.3374263,1.2147338,0.38089523,-0.06458559,-0.18696637,-0.047502328,-0.0690083,0.965855,0.5722383,-0.002394184,0.6949005,0.73222727,0.44301358
81,-0.5681378,-0.09934486,-0.008305237,0.62286913,2.8405535,0.56921667,-0.1038875,-0.42503878,-0.18744762,-0.18681994,2.2381544,1.2497201,-0.012589129,1.5754613,2.039019,0.9352658
82,-0.9207126,-0.17509945,-0.021840865,1.376948,4.2998476,1.0353795,-0.1549323,-0.71472454,-0.20520599,-0.23800352,3.4543636,1.9804988,-0.028137734,2.3696902,3.1673007,1.2967694
83,-0.4615883,-0.109464444,0.23065214,0.7469954,2.2198265,0.37066305,-0.10389743,-0.35340798,-0.11431918,-0.12678766,2.0173972,1.1184505,0.22287571,1.231633,1.6752255,0.53850037
84,-0.7462569,-0.10211287,-0.082350895,0.78075653,3.6319637,0.9548158,-0.12902139,-0.5537559,-0.20302013,-0.23674996,2.761113,1.6297445,-0.05160485,2.0145385,2.4802952,1.2385843
85,-0.35627612,-0.0894067,0.37603718,0.5427236,2.1793141,0.026334712,-0.13676848,-0.23184697,-0.09212829,-0.116679385,2.011751,1.2556849,0.44195488,0.97362936,1.4192152,0.23280619
86,-0.49187905,-0.05247864,-0.06900179,0.42333305,2.4701183,0.6087389,-0.09291079,-0.35150468,-0.13986146,-0.16468035,1.8226849,1.117775,-0.036706824,1.3582262,1.5685711,0.81505007
87,-0.5612039,-0.13508365,0.20360062,0.7670691,3.1462781,0.35292995,-0.18495391,-0.40449223,-0.13118832,-0.19136477,2.8243537,1.6119637,0.5078912,1.6582141,1.9888744,0.7220174
88,-0.5757874,-0.10254729,-0.05196875,0.77511996,2.7245164,0.7787479,-0.10354495,-0.44374543,-0.14281777,-0.1668769,2.161275,1.1896421,-0.028163588,1.5027008,1.9444115,0.9908773
89,-0.8969758,-0.18859673,-0.062287774,1.3492349,4.099177,1.2570409,-0.13012467,-0.72422445,-0.19909371,-0.2401198,3.170726,1.7188733,-0.062117156,2.291293,3.1810277,1.5581404
90,-0.208881,-0.0787106,0.3256932,0.3515665,1.1129917,0.08589604,-0.14063743,-0.09955867,-0.0765378,-0.06951725,1.4864993,0.9469299,0.57428527,0.5488028,0.96811706,0.17970471
91,-0.013427446,0.101574115,0.028817372,-0.018388772,-0.034288984,-0.0025966046,-0.012626171,0.41217673,-0.038488273,-0.038411133,-0.03270577,0.26779896,0.016563173,0.07119511,0.17516106,0.04419691
92,-0.73809284,-0.13511391,-0.011955037,0.8797286,3.6091115,0.8019021,-0.127627,-0.5605177,-0.23077257,-0.23039024,2.8654304,1.5970403,-0.022570726,2.006209,2.6610494,1.2086729
93,-0.9456834,-0.14074859,-0.08881023,1.1012744,4.486327,1.1424632,-0.14034136,-0.7228507,-0.24191175,-0.29529837,3.4057004,2.0070012,-0.072124764,2.4900677,3.2634468,1.543886
94,-0.9174294,-0.15960535,-0.06125133,1.2049669,4.3174157,1.0903631,-0.15098523,-0.7161371,-0.2246973,-0.28761682,3.4060743,1.9226661,-0.0345668,2.415174,3.1657777,1.5338575
95,-0.11882609,-0.009168319,-0.0025794446,0.16766307,0.55172145,0.04246796,-0.017178157,-0.07694848,-0.012150371,-0.011235359,0.34938216,0.30762,-0.022304093,0.24047622,0.3496915,0.11528617
96,-0.54874915,-0.08811287,-0.049081095,0.7686686,2.7646644,0.56553334,-0.13579446,-0.39706376,-0.082197875,-0.15363601,2.2447562,1.2865525,0.050065316,1.4526408,1.7149928,0.7575738
97,-0.80000466,-0.15355037,-0.060822785,1.0930295,3.772908,1.0635754,-0.12681036,-0.62932533,-0.18583624,-0.22406514,2.8406112,1.6421701,-0.054517638,2.0937471,2.7795076,1.3622024
98,-0.927559,-0.1832577,-0.06271761,1.1608461,4.074722,1.3303782,-0.08363677,-0.75225735,-0.28235093,-0.27111065,3.1172206,1.7874225,-0.1053371,2.3833988,3.6095753,1.6815133
99,-0.8845626,-0.20067222,-0.05296397,1.3499819,4.0915966,1.2037504,-0.13145398,-0.72322875,-0.20489125,-0.25200996,3.1839104,1.6962298,-0.04855733,2.2821112,3.2472312,1.5997618
100,-0.6848577,-0.11369971,-0.04216676,0.9318507,3.3358076,0.7292081,-0.123623036,-0.5133845,-0.15904781,-0.19959517,2.6124501,1.4864383,-0.022300128,1.7880473,2.2681386,1.0057305
101,-0.35366318,-0.04869672,-0.024732104,0.46239108,1.8203899,0.2741791,-0.07625251,-0.25041217,-0.07579108,-0.10483592,1.3953466,0.8178344,-0.0026130078,0.9351147,1.0865929,0.44790286
102,-0.79739606,-0.15165927,-0.014837153,0.9894547,3.952203,0.8775539,-0.14616522,-0.6028317,-0.24015646,-0.25160515,3.1378467,1.7615744,-0.016916437,2.1592171,2.8690526,1.315361
103,-0.30609524,-0.077967994,0.26258007,0.5245197,1.5232291,0.1502492,-0.08146193,-0.22910903,-0.07741975,-0.085646085,1.4598823,0.80901957,0.2699423,0.8282638,1.120603,0.27673158
104,-1.1145514,-0.19785042,0.2628624,1.3224376,5.4957066,1.1546714,-0.22877298,-0.8092786,-0.33903247,-0.3552489,4.6160107,2.8399801,0.20410304,3.044213,4.0394955,1.4530345
105,-0.33222184,-0.038170826,-0.033137914,0.42954654,1.4401242,0.32276824,-0.034884293,-0.26731595,-0.07038499,-0.07951285,1.0273019,0.57940114,-0.041993424,0.84765476,1.0066081,0.45002016
106,-0.6027606,-0.13229518,0.09794986,0.88743883,3.198555,0.51420134,-0.1860535,-0.43006608,-0.12541917,-0.17241783,2.884575,1.5277518,0.37797323,1.6940072,1.9905348,0.80929446
107,-0.61965233,-0.11463026,-0.035025474,0.88630867,2.9803243,0.6214616,-0.10141112,-0.488125,-0.15554175,-0.17552745,2.341142,1.2163726,-0.031164462,1.6300117,2.1141832,0.95679516
108,-0.35642922,-0.06206867,-0.04154039,0.4192062,1.6159717,0.48405492,-0.045978863,-0.28645515,-0.09950446,-0.10857566,1.2366924,0.68308693,-0.034178678,0.9353037,1.2818514,0.6642565
109,-0.41853362,-0.088814065,0.18567486,0.6982488,2.029208,0.24332054,-0.11376887,-0.30388626,-0.050870895,-0.1082623,1.8620269,1.1062033,0.31319568,1.1234214,1.3533534,0.37381336
110,-0.27828464,-0.052156817,-0.028419672,0.19602275,1.157023,0.4130209,0.0075838706,-0.2298063,-0.11057489,-0.101254486,0.6642546,0.48348114,-0.06632626,0.7588954,1.1789862,0.52108157
111,-0.47993994,-0.07490175,-0.05364732,0.78149116,2.254841,0.5544283,-0.10218459,-0.34989047,-0.058749676,-0.097163685,1.7736642,1.0327929,-0.022047209,1.2044789,1.410949,0.5604655
112,-0.67944235,-0.12505065,-0.003395913,0.8249176,3.078651,0.7950198,-0.08259073,-0.5341726,-0.21087074,-0.20422052,2.4760716,1.4569281,-0.03771694,1.7867228,2.6052988,1.0085464
113,-0.64190394,-0.109129526,-0.020879662,0.9965977,3.1750658,0.66562515,-0.15238003,-0.45601907,-0.09929912,-0.14605379,2.6351895,1.5226598,0.059872564,1.6533045,1.9677945,0.73168916
114,-0.546939,-0.13483769,0.55699223,0.78770626,2.712867,0.38236275,-0.13579799,-0.38842785,-0.15280117,-0.15832376,2.5023198,1.5697346,0.4236539,1.5167402,2.0945718,0.50960296
115,-0.6790924,-0.12326425,-0.026915327,0.8858266,3.1720126,0.72670805,-0.09658361,-0.5435974,-0.1950551,-0.19790463,2.520894,1.3108829,-0.03981019,1.8026006,2.429097,1.0929662
116,-0.6956745,-0.124811165,-0.04335376,0.8862114,3.3583171,0.864201,-0.11706861,-0.53650683,-0.18520445,-0.21277452,2.5764384,1.5153339,-0.03510197,1.833129,2.4489737,1.1705589
117,-0.7450626,-0.14222793,-0.017205665,0.8575563,3.6240244,0.8164005,-0.11588073,-0.5779762,-0.23586054,-0.2448645,2.8338687,1.5839857,-0.030298952,2.0332444,2.781555,1.2840375
118,-0.2901707,-0.026599092,-0.052725453,0.23835763,1.4244204,0.32193598,-0.058039565,-0.21494713,-0.060179796,-0.092649214,0.9908324,0.63424575,-0.022281123,0.8145604,0.8313268,0.4908189
119,-0.6555342,-0.15740888,0.17196672,1.0929624,3.338077,0.4492713,-0.1428219,-0.4961042,-0.15348493,-0.18345962,2.8527,1.5755864,0.20373769,1.7438499,2.3900092,0.73985535
120,-0.2899154,-0.06250904,-0.018245583,0.13740586,1.0891863,0.44513938,0.00906309,-0.24157515,-0.1358898,-0.11199512,0.8254429,0.45726052,-0.06418428,0.8369599,1.3304596,0.45532018
121,-0.94918823,-0.14311011,-0.07441304,0.9578228,4.4260273,1.1888169,-0.1116182,-0.7353829,-0.29239857,-0.30476588,3.3665624,1.986155,-0.09136359,2.527728,3.494756,1.6060783
122,-0.68528634,-0.10711392,-0.051010847,0.8386943,3.4413617,0.7216592,-0.124602236,-0.51128787,-0.18537216,-0.2147531,2.6592476,1.4657732,-0.030033007,1.8347621,2.2936177,1.0596838
123,-0.4569641,-0.08589467,0.13729085,0.5514181,2.233778,0.4973689,-0.08074767,-0.3251681,-0.15525286,-0.13526328,1.8252174,1.0454575,-0.00046057152,1.2179512,1.6263767,0.66128564
124,-0.8835354,-0.21697345,0.4402974,1.4491466,4.408559,0.6645056,-0.23324922,-0.65934026,-0.17876323,-0.24983306,4.1034474,2.3661466,0.6003289,2.3943422,3.2113807,0.9827483
125,-0.52181435,-0.09740351,-0.0025966924,0.7277937,2.5150354,0.5681178,-0.084989004,-0.38184643,-0.12675935,-0.14636432,1.9381974,1.1819735,-0.015471453,1.3371276,1.8036437,0.7281118
126,-0.9099687,-0.18964449,-0.009659248,1.2892401,4.607502,0.9991393,-0.21267419,-0.6674005,-0.19242585,-0.2603872,3.8224134,2.2228913,0.15744922,2.4573545,3.1658337,1.2757485
127,-0.5669455,-0.10753802,-0.014376688,0.81571794,2.656068,0.5898561,-0.08511467,-0.45403978,-0.15779947,-0.15108481,2.0966282,1.065709,-0.031636164,1.486308,1.9719656,0.86856043
128,-0.8104351,-0.13386548,-0.05069557,1.0324084,3.7354422,1.0658197,-0.13035771,-0.6133187,-0.20527618,-0.24144356,2.9786017,1.7988147,-0.03914109,2.0953553,2.8214226,1.2937864
129,-0.6454667,-0.15238707,0.1884605,0.8914309,3.5305147,0.4560123,-0.19698268,-0.46981224,-0.15453877,-0.21691218,3.1420007,1.7763258,0.4913419,1.8726945,2.295254,0.85737973
130,-0.5801483,-0.12179836,0.080700114,0.89453614,2.805578,0.5261765,-0.13657622,-0.43875217,-0.10905104,-0.16120835,2.468038,1.4024408,0.22072133,1.5544677,1.9816265,0.7176791
131,-0.9505969,-0.1782475,-0.016639812,1.2379613,4.652028,1.0766766,-0.17725186,-0.715291,-0.27625805,-0.28213835,3.7582312,2.0995944,-0.019571325,2.5426393,3.358525,1.5075877
132,-0.29433668,-0.04290083,0.027744457,0.31713957,1.5145848,0.23460291,-0.054949768,-0.20917459,-0.097312085,-0.10202046,1.1730368,0.7141668,0.0036817829,0.787834,1.053499,0.3990484
